country,year,log_gdppc_growth,rgdpe,rgdp_pc,tariff,tariff_import_weighted,tariff_lag1,tariff_lag2,trade_gdp,income_group,hc,csh_i,csh_g,pl_i,pop_growth
Albania,2013,-3.321552193588495,32429.322265625,11153.399163365802,1.3,3.7073188230259553,3.519983745731764,4.5610986336149475,75.7506185619748,Upper-middle-income countries,2.98455333709717,0.241026476025581,0.202180340886116,0.455271728803947,-0.0008357431767544998
Albania,2014,4.391838145425986,33840.73828125,11654.154088817595,1.31,3.668844747888928,3.7073188230259553,3.519983745731764,75.0212023084129,Upper-middle-income countries,2.98233938217163,0.241894632577896,0.204155221581459,0.410592956822461,-0.0013160518559902634
Albania,2015,4.0269196264898,35169.203125,12133.034867827306,4.66,3.6105110530147386,3.668844747888928,3.7073188230259553,71.2794476606014,Upper-middle-income countries,2.98012733459473,0.22424428164959,0.195925176143646,0.360632021746432,-0.0017637591624943827
Albania,2016,0.845528126244055,35458.46875,12236.058021296352,1.31,3.5708845424356848,3.6105110530147386,3.668844747888928,74.0144504546815,Upper-middle-income countries,2.9779167175293,0.225166156888008,0.201253682374954,0.363607099018618,-0.00026395243212884445
Albania,2017,4.310142373440762,37024.984375,12774.980272523826,1.27,2.635954347329196,3.5708845424356848,3.6105110530147386,76.7873817898989,Upper-middle-income countries,2.97570776939392,0.225537493824959,0.204488426446915,0.382415096930232,0.0001293971526494797
Albania,2018,3.4945123543391077,38288.63671875,13229.295352979772,4.41,3.2135749798286946,2.635954347329196,3.5708845424356848,75.6940783717425,Upper-middle-income countries,2.98273301124573,0.230268925428391,0.203478693962097,0.414027870544583,-0.001384900936465261
Albania,2019,6.543854187316711,40747.75,14123.954509689742,1.14,3.2914849540561977,3.2135749798286946,2.635954347329196,75.382128932689,Upper-middle-income countries,2.98979878425598,0.216408357024193,0.204313784837723,0.402066459503032,-0.0031910791831575303
Albania,2020,-4.360364483697943,38832.64453125,13521.33235116231,5.29,3.411935087174259,3.2914849540561977,3.2135749798286946,59.5207118897718,Upper-middle-income countries,2.99690508842468,0.216807931661606,0.20792081952095,0.409190262403533,-0.004535731813944732
Albania,2021,9.043645133582956,42177.8828125,14801.152713417683,1.41,3.414626596479784,3.411935087174259,3.2914849540561977,75.5903217283122,Upper-middle-income countries,3.00405287742615,0.243235483765602,0.209397867321968,0.432448443854916,-0.007801718441181604
Albania,2022,8.183845082473518,45421.00390625,16063.401965990335,2.54,3.402798316137248,3.414626596479784,3.411935087174259,84.6980571024438,Upper-middle-income countries,3.0112419128418,0.250126212835312,0.193002671003342,0.413511769596236,-0.007759791338284305
Albania,2023,4.369972813344525,47182.19140625,16780.932015574457,4.75,3.5105445680632545,3.402798316137248,3.414626596479784,82.4936825596994,Upper-middle-income countries,3.01847267150879,0.254111021757126,0.204843789339066,0.491881753934607,-0.005657846621531126
Algeria,1993,-8.973477982449651,255316.984375,9360.139864658375,13.01,15.3525442517826,,,44.9228133698634,Lower-middle-income countries,1.63172209262848,0.305319100618362,0.28455638885498,0.194054850001394,0.024060991535513665
Algeria,1997,-1.541026620277819,290170.5625,9809.919527848208,11.19,16.929563486688558,15.3525442517826,,52.2439115059386,Lower-middle-income countries,1.7806990146637,0.26356115937233,0.307225495576859,0.166824966301453,0.018640196587938362
Algeria,1998,-3.569890201370818,284489.21875,9465.893384780056,24.35,17.26104356147906,16.929563486688558,15.3525442517826,45.0944505585079,Lower-middle-income countries,1.81483399868011,0.302755266427994,0.308729946613312,0.162897367986598,0.015925362789616315
Algeria,2001,-5.1896571771372635,363552.0,11603.505653354525,13.24,15.159356432288005,17.26104356147906,16.929563486688558,54.5296491177208,Lower-middle-income countries,1.90001463890076,0.291612386703491,0.293610215187073,0.164164718626645,0.013732913412777936
Algeria,2002,0.40095365211616496,369901.15625,11650.123729029488,10.66,12.912204444482363,15.159356432288005,17.26104356147906,56.5896052814114,Lower-middle-income countries,1.91506826877594,0.302315592765808,0.308564752340317,0.173528687681785,0.013303947769689461
Algeria,2003,8.025650953389274,406176.78125,12623.6660478997,17.05,11.966640204991588,12.912204444482363,15.159356432288005,57.7691353044878,Lower-middle-income countries,1.93024098873138,0.285349756479263,0.302736520767212,0.197054913825007,0.013296152418962315
Algeria,2005,13.178498535374494,494314.5625,14929.802923044253,9.82,11.653574841426181,11.966640204991588,12.912204444482363,66.8404602203906,Lower-middle-income countries,1.96094822883606,0.273424029350281,0.268068462610245,0.269489766444322,0.014633088455300314
Algeria,2006,8.39889424130984,545975.3125,16237.905484930692,10.05,11.925678453987326,11.653574841426181,11.966640204991588,65.9152919677621,Lower-middle-income countries,1.97648453712463,0.259842783212662,0.266656190156937,0.281351936302192,0.015412736375419733
Algeria,2007,-2.45525951468597,541699.75,15844.077301583624,10.44,11.472594005182657,11.925678453987326,11.653574841426181,67.5454733939763,Lower-middle-income countries,1.99214398860931,0.272969841957092,0.267755508422852,0.343433707351832,0.01669071677934486
Algeria,2008,4.5005760841061,577036.875,16573.44174869254,7.13,11.363702198523233,11.472594005182657,11.925678453987326,71.0284922505261,Upper-middle-income countries,2.00792741775513,0.288020431995392,0.28596618771553,0.418752851590117,0.018188530616894294
Algeria,2009,-16.40292869193214,499214.4375,14066.164498641818,17.2,11.927118439116175,11.363702198523233,11.472594005182657,64.2847547238993,Upper-middle-income countries,2.02383589744568,0.327223002910614,0.340280622243881,0.397967816333499,0.019158852218723155
Algeria,2010,11.86641448782666,573163.1875,15838.38426111734,10.96,12.143696335630546,11.927118439116175,11.363702198523233,63.4912159928425,Upper-middle-income countries,2.03987050056458,0.298450201749802,0.323900878429413,0.396265499155798,0.019470588317965998
Algeria,2014,-2.466191663813788,590120.375,15052.159377198299,9.21,12.703863880157844,12.143696335630546,11.927118439116175,56.9235419669867,Upper-middle-income countries,2.18620228767395,0.31715327501297,0.315419763326645,0.523026707823344,0.020378652423233667
Algeria,2015,-10.26810875378068,543596.875,13583.290173155212,17.42,12.147858311358146,12.703863880157844,12.143696335630546,53.2046225904145,Upper-middle-income countries,2.22439670562744,0.332892954349518,0.333682954311371,0.451802936200073,0.02056247957284585
Algeria,2016,-4.925422919370703,528218.8125,12930.46486254184,15.55,12.831389656347291,12.147858311358146,12.703863880157844,49.7609327925216,Upper-middle-income countries,2.26325869560242,0.321857661008835,0.325757801532745,0.462308298750098,0.020556911118165377
Algeria,2017,-0.8580395810588115,534456.4375,12819.990988574791,9.68,13.034005718106986,12.831389656347291,12.147858311358146,49.8208161712587,Upper-middle-income countries,2.30279946327209,0.317580312490463,0.302729219198227,0.473534545013391,0.020320006078451858
Algeria,2018,-0.9822634341780656,539587.875,12694.68134775092,11.45,14.015055235899334,13.034005718106986,12.831389656347291,52.4361676779223,Upper-middle-income countries,2.34303092956543,0.316845029592514,0.27838921546936,0.470865653348745,0.019378062334014512
Algeria,2019,3.650267154796616,570043.375,13166.632466823883,14.6,14.26964928836859,14.015055235899334,13.034005718106986,46.5068426081672,Lower-middle-income countries,2.38396549224854,0.298534840345383,0.284289628267288,0.461673554039588,0.01840412914393319
Algeria,2020,-9.504770623306236,527307.5,11972.808012226304,20.11,14.445052117541191,14.26964928836859,14.015055235899334,40.3897565625388,Lower-middle-income countries,2.42561507225037,0.283923983573914,0.27296507358551,0.439429965996411,0.01711912164593965
Algeria,2021,13.491654189275692,613324.4375,13702.175576609501,11.48,14.445052117541191,14.445052117541191,14.26964928836859,46.8370592599607,Lower-middle-income countries,2.45266890525818,0.268830269575119,0.258990436792374,0.422022223984605,0.01619364602338269
Algeria,2022,11.994678319126884,702550.0625,15448.337689307536,12.09,13.958409363136191,14.445052117541191,14.445052117541191,51.2023757404409,Lower-middle-income countries,2.48042869567871,0.282074987888336,0.245664924383163,0.433251963327496,0.015875821069067264
Algeria,2023,-4.416232552186372,682350.9375,14780.948368258974,20.52,14.422625458347554,13.958409363136191,14.445052117541191,43.682914195572,Upper-middle-income countries,2.50891828536987,0.307155966758728,0.246170073747635,0.465209135406327,0.014989760119392237
Antigua and Barbuda,2014,-1.8568951916774878,2135.42895507813,24057.105335189884,17.83,11.429615642168443,16.750257809243482,13.66275479765766,141.546161057996,High-income countries,,0.502957820892334,0.471648156642914,0.63240399720583,0.007928605287937263
Antigua and Barbuda,2015,-3.4908210155935038,2077.13232421875,23231.803556898634,19.31,13.809469516261972,11.429615642168443,16.750257809243482,130.071549851721,High-income countries,,0.292783945798874,0.297310024499893,0.699913360789197,0.007228920094647595
Antigua and Barbuda,2016,-1.6980221054680555,2054.95068359375,22840.65270919706,19.27,13.434819797019582,13.809469516261972,11.429615642168443,132.025917905085,High-income countries,,0.340831339359283,0.317674905061722,0.762076287260034,0.006243818297798853
Antigua and Barbuda,2017,-3.5581195141611843,1994.11767578125,22042.24339856358,15.05,14.543084145576943,13.434819797019582,13.809469516261972,127.664323582144,High-income countries,,0.463652521371841,0.390281677246094,0.816559587340262,0.005531030466357834
Antigua and Barbuda,2018,12.925125397790538,2280.74633789063,25083.544177579897,21.85,16.99517678979783,14.543084145576943,13.434819797019582,130.655152659419,High-income countries,,0.448040187358856,0.306047648191452,0.763124177958951,0.005049791870345821
Antigua and Barbuda,2019,7.458028642644621,2469.18603515625,27025.809237295325,19.44,15.038411005458874,16.99517678979783,14.543084145576943,137.537783631991,High-income countries,,0.501744687557221,0.296545714139938,0.720402143866864,0.004805538898476236
Antigua and Barbuda,2020,-17.298711681212886,2087.9091796875,22732.717589089345,19.44,15.038411005458874,15.038411005458874,16.99517678979783,94.289529886499,High-income countries,,0.46114394068718,0.240506008267403,0.680014751712754,0.005261733661344081
Antigua and Barbuda,2021,10.824377326044754,2339.33935546875,25331.50716812039,19.44,15.038411005458874,15.038411005458874,15.038411005458874,101.074960584779,High-income countries,,0.444450587034225,0.208703190088272,0.667967946537537,0.005461616768560162
Argentina,1992,17.061220413704348,316084.5,9381.163925047085,12.23,12.551515835250049,,,14.730980586353,Upper-middle-income countries,2.57097387313843,0.140114352107048,0.0734222829341888,0.888781996102256,0.013843812003413891
Argentina,1993,12.569516881650777,363304.4375,10637.643778092384,3.65,12.475291075684506,12.551515835250049,,16.223151447784,Upper-middle-income countries,2.58705997467041,0.161771073937416,0.101160831749439,0.793773028067132,0.01353640185555438
Argentina,1995,9.150845027468613,470774.46875,13423.843748877247,5.22,11.350581663523354,12.475291075684506,12.551515835250049,19.7714230903755,Upper-middle-income countries,2.61953449249268,0.170009225606918,0.146543934941292,0.594702020033723,0.01310311507787798
Argentina,1996,24.565277603527136,609480.1875,17161.788026978702,10.13,13.403241383858726,11.350581663523354,12.475291075684506,21.5064684057215,Upper-middle-income countries,2.62702393531799,0.181786641478539,0.205687433481216,0.459843337087032,0.012574521792458437
Argentina,1997,2.3360855144151316,631510.0,17567.421597616387,18.79,13.928264606970854,13.403241383858726,11.350581663523354,23.3361788437439,Upper-middle-income countries,2.63453459739685,0.201025769114494,0.176116973161697,0.463479094942255,0.012146479593359683
Argentina,1998,-0.7534532093767865,634181.0625,17435.55668979563,7.47,15.668528478131963,13.928264606970854,13.403241383858726,23.3500279730689,Upper-middle-income countries,2.64206695556641,0.208235546946526,0.158302307128906,0.470487405734628,0.011755256320151286
Argentina,1999,-7.614453218132766,594499.8125,16157.221103310527,12.83,14.756444613394905,15.668528478131963,13.928264606970854,21.3827449624898,Upper-middle-income countries,2.64962077140808,0.188977956771851,0.153342589735985,0.470803353307295,0.011530431716729073
Argentina,2000,-2.300534356187889,587599.9375,15789.76165250138,19.55,14.492701035904867,14.756444613394905,15.668528478131963,22.6224447777343,Upper-middle-income countries,2.65719604492188,0.177233025431633,0.140311345458031,0.455373268672086,0.011331280757020057
Argentina,2001,-8.072314637445999,548015.0,14565.250469603512,13.55,13.508089936514216,14.492701035904867,14.756444613394905,21.8522554515453,Upper-middle-income countries,2.68300294876099,0.157247662544251,0.133405208587646,0.451762899559658,0.010979467275794352
Argentina,2002,-8.678746426638106,507861.78125,13354.46949801849,4.99,12.009973549352116,13.508089936514216,14.492701035904867,41.7527243585642,Upper-middle-income countries,2.70905995368958,0.115501716732979,0.135844051837921,0.229130326514935,0.010694131833534293
Argentina,2003,4.193686298021859,535112.8125,13926.42320551364,4.41,12.852422587308256,12.009973549352116,13.508089936514216,40.6447480311085,Upper-middle-income countries,2.73537039756775,0.143677651882172,0.12156255543232,0.274846593245079,0.01033139976964792
Argentina,2004,6.367765665459224,576108.5,14842.068908022162,9.66,12.202566579039775,12.852422587308256,12.009973549352116,40.692646108947,Upper-middle-income countries,2.76193618774414,0.172508031129837,0.107849329710007,0.3137787013384,0.010140765204623925
Argentina,2005,5.606397191216139,615622.875,15697.941894222906,17.85,11.732448491524467,12.202566579039775,12.852422587308256,40.5512709706238,Upper-middle-income countries,2.7887601852417,0.176452562212944,0.106333069503307,0.364375381088499,0.010274577219172354
Argentina,2006,8.133073180061956,674686.25,17028.022103312756,3.46,11.911356343689143,11.732448491524467,12.202566579039775,40.4334798719151,Upper-middle-income countries,2.7969753742218,0.17079821228981,0.113773480057716,0.398655204763431,0.010282476053455891
Argentina,2007,9.043225286414547,745899.625,18639.67920143866,8.48,11.807429116024256,11.911356343689143,11.732448491524467,40.945170618571,Upper-middle-income countries,2.80521464347839,0.184613347053528,0.125385567545891,0.443208225448123,0.009911019350667072
Argentina,2008,6.123597392533853,801076.0625,19816.77047343088,13.67,10.202017643356923,11.807429116024256,11.911356343689143,40.4026733790382,Upper-middle-income countries,2.81347823143005,0.18496161699295,0.139815390110016,0.502557407555311,0.010128887847742796
Argentina,2009,-5.098425045570565,769368.0,18831.750888897328,10.48,12.108208750519879,10.202017643356923,11.807429116024256,34.0571269054879,Upper-middle-income countries,2.82176613807678,0.147035777568817,0.181603506207466,0.498854407712464,0.010597747073248343
Argentina,2010,11.829333403836984,875177.1875,21196.53354741615,3.56,12.472049663555412,12.108208750519879,10.202017643356923,34.9710132635696,Upper-middle-income countries,2.83007836341858,0.167665779590607,0.201465204358101,0.53225927110213,0.01056363321562781
Argentina,2011,10.54007435433384,982867.6875,23552.65139588015,3.34,11.986603190892266,12.472049663555412,12.108208750519879,35.2061549999644,Upper-middle-income countries,2.8585422039032,0.172720894217491,0.230483829975128,0.591410677501526,0.010647400974978627
Argentina,2012,0.21033531260847838,995111.1875,23602.243074944687,9.04,11.89241045453185,11.986603190892266,12.472049663555412,30.5265423717108,Upper-middle-income countries,2.88729238510132,0.155670538544655,0.241588398814201,0.635613624581341,0.010276613644945698
Argentina,2013,-0.6226943062394241,998802.5625,23455.729889223152,11.47,11.039349612600938,11.89241045453185,11.986603190892266,29.3339290021037,Upper-middle-income countries,2.91633176803589,0.155906409025192,0.258284032344818,0.704614097292476,0.009929589896811475
Argentina,2014,-3.500064497402633,974450.6875,22648.965215309356,3.14,11.538760424756745,11.039349612600938,11.89241045453185,28.4067936452275,High-income countries,2.9456627368927,0.1522176861763,0.272890001535416,0.678157329929569,0.010317435786983964
Argentina,2015,2.8510323980247776,1013187.75,23303.98763374079,9.23,11.495999179077495,11.538760424756745,11.039349612600938,22.4862260889792,Upper-middle-income countries,2.97528910636902,0.148778095841408,0.292749643325806,0.747122148643824,0.010472588873572608
Argentina,2016,-0.9825324311005801,1013049.75,23076.139571032218,15.11,12.366517790309766,11.495999179077495,11.538760424756745,26.0938878488799,Upper-middle-income countries,3.00521349906921,0.149806752800941,0.29291832447052,0.662440339157459,0.009689111255809735
Argentina,2017,10.240998297406989,1132228.5,25564.614460681725,14.54,14.850764803501399,12.366517790309766,11.495999179077495,25.2896011376779,High-income countries,3.03543877601624,0.150692537426949,0.230307921767235,0.696649607786096,0.008812495950127008
Argentina,2018,2.8397663338653345,1174467.875,26300.996047867735,3.42,12.565550379093988,14.850764803501399,12.366517790309766,30.7625359549926,Upper-middle-income countries,3.06596803665161,0.131016343832016,0.222230672836304,0.573429672514429,0.008229694804731125
Argentina,2019,-3.9709742314338214,1136796.75,25277.055036786693,4.06,11.737553501162017,12.565550379093988,14.850764803501399,32.6306150458499,Upper-middle-income countries,3.09680438041687,0.111911572515965,0.227895751595497,0.513665909506538,0.007109008530777228
Argentina,2020,-7.549644450289783,1059253.75,23438.984120296605,8.64,11.353804334821156,11.737553501162017,12.565550379093988,30.203698807416,Upper-middle-income countries,3.12795066833496,0.11107425391674,0.243939727544785,0.483178625740132,0.00484665636741255
Argentina,2021,12.445314930613272,1202829.375,26545.328296317726,14.43,10.64584120501382,11.353804334821156,11.737553501162017,33.078689567466,Upper-middle-income countries,3.13874697685242,0.143787637352943,0.23995004594326,0.520002716262208,0.0026587939504629787
Argentina,2022,5.72657892899322,1276408.75,28109.836340386904,3.23,10.568925035420907,10.64584120501382,11.353804334821156,31.5477080051071,Upper-middle-income countries,3.14963102340698,0.149333089590073,0.230385571718216,0.580818965909823,0.0021080873107264253
Argentina,2023,-2.3638990001021654,1250172.125,27453.140592266293,8.52,11.308283440418323,10.568925035420907,10.64584120501382,26.6405121334437,Upper-middle-income countries,3.16060328483582,0.149598717689514,0.236853435635567,0.674886077296352,0.002869761219201017
Armenia,2001,10.06642484305722,12372.52734375,4011.3901973317547,2.6,2.429195055172169,,,69.8642663925336,Low-income countries,3.09845232963562,0.129029616713524,0.128304526209831,0.258184176732735,-0.013294608979028455
Armenia,2003,12.656542579293983,15665.787109375,5154.969420334469,0.7,2.3092922549013823,2.429195055172169,,80.0513676022426,Lower-middle-income countries,3.09805917739868,0.162668988108635,0.100935764610767,0.268289542139853,-0.00546780657619661
Armenia,2004,10.16715646592008,17248.59375,5706.653358879168,1.19,2.4141894014849172,2.3092922549013823,2.429195055172169,73.0706339919371,Lower-middle-income countries,3.09786248207092,0.175771459937096,0.0973387211561203,0.304031100373484,-0.005420115755182975
Armenia,2005,12.613645975298837,19462.630859375,6473.838503679377,3.73,2.273357232886868,2.4141894014849172,2.3092922549013823,70.1397385835334,Lower-middle-income countries,3.09766578674316,0.196618437767029,0.10078988969326,0.409144051791917,-0.005370817363326452
Armenia,2006,13.69392727125831,22200.34765625,7423.929376212431,0.79,2.463639530730606,2.273357232886868,2.4141894014849172,61.0301379818566,Lower-middle-income countries,3.10037350654602,0.21715047955513,0.112693317234516,0.499577507135801,-0.005327584570350652
Armenia,2007,14.877644826445469,25627.5546875,8614.828225683646,2.84,2.3753552839814533,2.463639530730606,2.273357232886868,56.9750470853147,Lower-middle-income countries,3.10308337211609,0.219335630536079,0.117058828473091,0.661404411418183,-0.005216269600214263
Armenia,2008,6.497459935588168,27211.65625,9193.158169453276,0.97,2.9567729105793346,2.3753552839814533,2.463639530730606,54.5423279613666,Lower-middle-income countries,3.10579562187195,0.223718076944351,0.120600737631321,0.822145409947913,-0.004997306858726569
Armenia,2009,-9.60000607462348,24599.935546875,8351.652883644874,4.1,2.647527248857646,2.9567729105793346,2.3753552839814533,57.2742357441995,Lower-middle-income countries,3.1085102558136,0.1582450568676,0.148173272609711,0.785759063882685,-0.00490153647306224
Armenia,2010,8.211016606770372,26574.17578125,9066.348893222903,0.9,2.740107501227823,2.647527248857646,2.9567729105793346,64.642975973633,Lower-middle-income countries,3.11122751235962,0.138469308614731,0.166499257087708,0.832538679922242,-0.0049140800263720585
Armenia,2011,9.928239650745319,29269.76953125,10012.677418976891,4.42,3.036836164576928,2.740107501227823,2.647527248857646,69.4355736620453,Lower-middle-income countries,3.12573480606079,0.115534126758575,0.185546115040779,0.826776399226137,-0.0026670786547913217
Armenia,2012,11.365362408671764,32784.4609375,11217.843229389078,4.23,3.1094439239202516,3.036836164576928,2.740107501227823,75.9616759606704,Lower-middle-income countries,3.14553189277649,0.109078176319599,0.174471959471703,0.693983333632929,-0.00025419964114448135
Armenia,2013,-2.456963753548713,31988.6640625,10945.583247904717,3.82,2.9605916893814865,3.1094439239202516,3.036836164576928,77.5550481598824,Lower-middle-income countries,3.16545414924622,0.115807667374611,0.209930002689362,0.638408758334312,-3.421701043837544e-06
Armenia,2014,2.756596082527807,32881.6484375,11251.505921287206,0.65,3.223760999962605,2.9605916893814865,3.1094439239202516,75.778866962639,Lower-middle-income countries,3.18550252914429,0.107388362288475,0.223200678825378,0.670945978304295,-3.284892574040299e-05
Armenia,2015,2.88146994311127,33828.48828125,11580.43086100226,5.34,4.102515395760652,3.223760999962605,2.9605916893814865,71.6820743427575,Lower-middle-income countries,3.20567798614502,0.107344321906567,0.242055177688599,0.592173054816518,-0.0004261072735611826
Armenia,2016,6.919739366698252,36222.63671875,12410.142383769593,1.94,3.775433017862993,4.102515395760652,3.223760999962605,76.0779674593548,Lower-middle-income countries,3.23128962516785,0.0919246226549149,0.238370329141617,0.554820352478206,-0.0008164425955705656
Armenia,2017,12.43076523808817,40963.39453125,14052.800852446497,4.47,3.6352440484138153,3.775433017862993,4.102515395760652,87.202376539837,Upper-middle-income countries,3.12573480606079,0.0920471027493477,0.229172468185425,0.539324986470282,-0.0013130479061083111
Armenia,2018,1.88096676531746,41669.625,14319.630992125334,6.19,5.871390172016879,3.6352440484138153,3.775433017862993,92.473107021212,Upper-middle-income countries,3.13544416427612,0.143186584115028,0.178019121289253,0.4409971790882,-0.0017160731348280223
Armenia,2019,15.74358444012205,48674.08203125,16761.2091408767,11.63,5.910041430020984,5.871390172016879,3.6352440484138153,96.1141541288708,Upper-middle-income countries,3.14518332481384,0.122703671455383,0.199660539627075,0.373707273799049,-0.002061598576873047
Armenia,2020,-3.2363914988735587,46911.76171875,16227.434895094662,6.68,4.952302737407604,5.910041430020984,5.871390172016879,69.4888075396076,Upper-middle-income countries,3.15495300292969,0.143718704581261,0.229642227292061,0.351538734967048,-0.004514350022188918
Armenia,2021,2.8217470608067785,47911.4453125,16691.853608219768,5.56,5.449595383958322,4.952302737407604,5.910041430020984,79.6698888228399,Upper-middle-income countries,3.1577730178833,0.188564077019691,0.197774335741997,0.337158222353773,-0.007131479854632916
Armenia,2023,7.738920141434669,59457.52734375,20200.335919719182,6.39,6.2000748907075725,5.449595383958322,4.952302737407604,119.714642963872,Upper-middle-income countries,3.16343021392822,0.182447358965874,0.201762109994888,0.461382834572453,0.021469277211272342
Australia,1991,-1.2205092809846718,545160.0625,31415.547703526376,8.39,10.250137057135998,,,32.1891884083095,High-income countries,3.42362284660339,0.236697301268578,0.15282067656517,0.568527596709652,0.013161347146330549
Australia,1993,2.9796412834846464,590189.375,33300.92753949958,0.59,8.832630327524845,10.250137057135998,,35.3995349245547,High-income countries,3.4488537311554,0.252167463302612,0.152672007679939,0.510701443666718,0.009844830048880482
Australia,1996,4.049430171488666,688638.375,37619.602610324975,8.05,4.824208906112598,8.832630327524845,10.250137057135998,38.2330533547335,High-income countries,3.48704934120178,0.257373720407486,0.151071339845657,0.613108167812808,0.0115363501940422
Australia,1997,3.8708117535213304,723622.3125,39104.336864720026,3.53,4.788752176415239,4.824208906112598,8.832630327524845,37.9808322779409,High-income countries,3.49987483024597,0.26467165350914,0.153770536184311,0.587111185395032,0.010845192549814975
Australia,1998,3.2936178954265927,755806.125,40413.7291244435,3.47,4.591487089968721,4.788752176415239,4.824208906112598,39.9927024641912,High-income countries,3.5127477645874,0.269263446331024,0.156955927610397,0.50650280356239,0.01057912747200973
Australia,1999,3.8055639943239683,793866.3125,41981.33845295773,7.0,4.304186529638471,4.591487089968721,4.788752176415239,39.0297954188357,High-income countries,3.52566766738892,0.269761383533478,0.155854925513268,0.527921490654081,0.0110745400831469
Australia,2000,0.5467127779969161,807610.0,42211.48433989525,0.08,4.069269870826249,4.304186529638471,4.591487089968721,40.9352109785505,High-income countries,3.53863549232483,0.243143066763878,0.154584765434265,0.48422030670346,0.011697066044856541
Australia,2001,2.4407908776055365,837641.25,43254.45498688307,2.73,3.8284808990660584,4.069269870826249,4.304186529638471,44.2187044989977,High-income countries,3.52751183509827,0.255648493766785,0.155258372426033,0.443783075445523,0.012102728689109554
Australia,2002,1.8795943257039482,863668.25,44075.15199392917,2.69,3.96945764321095,3.8284808990660584,4.069269870826249,41.4490922022193,High-income countries,3.51642346382141,0.276048243045807,0.154509782791138,0.470201501804829,0.011802875709593152
Australia,2003,3.5797970227337217,905383.0625,45681.53403721414,0.13,4.021191819705887,3.96945764321095,3.8284808990660584,40.2015669125448,High-income countries,3.50536966323853,0.294637352228165,0.156717166304588,0.567009266552988,0.011371432236974677
