,country,year,log_gdppc_growth,tariff,tariff_sd,trade_gdp,income_group
25,Albania,2005,8.186054055078706,9.51,5.14,69.1162926602322,Lower-middle-income countries
26,Albania,2005,8.186054055078706,7.58,5.34,69.1162926602322,Lower-middle-income countries
27,Albania,2005,8.186054055078706,6.55,4.68,69.1162926602322,Lower-middle-income countries
28,Albania,2006,9.161417789615456,1.39,3.1,72.2019089483674,Lower-middle-income countries
29,Albania,2006,9.161417789615456,8.44,5.63,72.2019089483674,Lower-middle-income countries
30,Albania,2006,9.161417789615456,6.06,4.71,72.2019089483674,Lower-middle-income countries
31,Albania,2006,9.161417789615456,6.58,4.59,72.2019089483674,Lower-middle-income countries
32,Albania,2007,9.09066916469019,7.92,6.03,79.9119008919954,Lower-middle-income countries
33,Albania,2007,9.09066916469019,4.45,4.42,79.9119008919954,Lower-middle-income countries
34,Albania,2007,9.09066916469019,2.08,2.95,79.9119008919954,Lower-middle-income countries
35,Albania,2007,9.09066916469019,5.8,4.57,79.9119008919954,Lower-middle-income countries
36,Albania,2008,9.71455271676156,4.4,4.46,75.2485472798728,Lower-middle-income countries
37,Albania,2008,9.71455271676156,5.53,4.63,75.2485472798728,Lower-middle-income countries
38,Albania,2008,9.71455271676156,1.11,2.75,75.2485472798728,Lower-middle-income countries
39,Albania,2008,9.71455271676156,6.91,6.39,75.2485472798728,Lower-middle-income countries
40,Albania,2009,8.341287916806017,1.14,3.07,73.3213575646169,Upper-middle-income countries
41,Albania,2009,8.341287916806017,6.31,4.59,73.3213575646169,Upper-middle-income countries
42,Albania,2009,8.341287916806017,6.58,6.1,73.3213575646169,Upper-middle-income countries
43,Albania,2009,8.341287916806017,3.76,4.56,73.3213575646169,Upper-middle-income countries
44,Albania,2010,1.6053324977502115,6.43,6.1,75.5325329687378,Upper-middle-income countries
45,Albania,2010,1.6053324977502115,3.64,4.58,75.5325329687378,Upper-middle-income countries
46,Albania,2010,1.6053324977502115,5.33,4.6,75.5325329687378,Upper-middle-income countries
47,Albania,2010,1.6053324977502115,1.21,3.09,75.5325329687378,Upper-middle-income countries
48,Albania,2011,5.319764683738093,3.41,4.57,80.6989985298954,Lower-middle-income countries
49,Albania,2011,5.319764683738093,4.76,4.6,80.6989985298954,Lower-middle-income countries
50,Albania,2011,5.319764683738093,1.08,3.03,80.6989985298954,Lower-middle-income countries
51,Albania,2011,5.319764683738093,6.15,6.1,80.6989985298954,Lower-middle-income countries
52,Albania,2012,2.422689933197475,5.76,4.53,76.9683583166821,Upper-middle-income countries
53,Albania,2012,2.422689933197475,1.12,3.0,76.9683583166821,Upper-middle-income countries
54,Albania,2012,2.422689933197475,4.99,6.33,76.9683583166821,Upper-middle-income countries
55,Albania,2012,2.422689933197475,1.44,4.25,76.9683583166821,Upper-middle-income countries
56,Albania,2013,-3.321552193588495,1.3,3.0,75.7506185619748,Upper-middle-income countries
57,Albania,2013,-3.321552193588495,5.05,6.33,75.7506185619748,Upper-middle-income countries
58,Albania,2013,-3.321552193588495,1.63,4.24,75.7506185619748,Upper-middle-income countries
59,Albania,2013,-3.321552193588495,5.75,4.53,75.7506185619748,Upper-middle-income countries
60,Albania,2014,4.391838145425986,1.31,3.01,75.0212023084129,Upper-middle-income countries
61,Albania,2014,4.391838145425986,4.7,6.33,75.0212023084129,Upper-middle-income countries
62,Albania,2014,4.391838145425986,1.31,4.23,75.0212023084129,Upper-middle-income countries
63,Albania,2014,4.391838145425986,6.3,4.52,75.0212023084129,Upper-middle-income countries
64,Albania,2015,4.0269196264898,4.66,6.35,71.2794476606014,Upper-middle-income countries
65,Albania,2015,4.0269196264898,1.16,4.23,71.2794476606014,Upper-middle-income countries
66,Albania,2015,4.0269196264898,1.31,3.16,71.2794476606014,Upper-middle-income countries
67,Albania,2015,4.0269196264898,6.28,4.57,71.2794476606014,Upper-middle-income countries
68,Albania,2016,0.845528126244055,1.31,4.22,74.0144504546815,Upper-middle-income countries
69,Albania,2016,0.845528126244055,5.17,4.55,74.0144504546815,Upper-middle-income countries
70,Albania,2016,0.845528126244055,1.28,3.16,74.0144504546815,Upper-middle-income countries
71,Albania,2016,0.845528126244055,5.07,6.35,74.0144504546815,Upper-middle-income countries
72,Albania,2017,4.310142373440762,1.27,3.13,76.7873817898989,Upper-middle-income countries
73,Albania,2017,4.310142373440762,6.24,4.54,76.7873817898989,Upper-middle-income countries
74,Albania,2017,4.310142373440762,4.23,6.35,76.7873817898989,Upper-middle-income countries
75,Albania,2017,4.310142373440762,0.73,4.26,76.7873817898989,Upper-middle-income countries
76,Albania,2018,3.4945123543391077,4.41,6.39,75.6940783717425,Upper-middle-income countries
77,Albania,2018,3.4945123543391077,1.14,4.25,75.6940783717425,Upper-middle-income countries
78,Albania,2018,3.4945123543391077,5.57,4.54,75.6940783717425,Upper-middle-income countries
79,Albania,2018,3.4945123543391077,1.25,2.91,75.6940783717425,Upper-middle-income countries
80,Albania,2019,6.543854187316711,1.14,4.25,75.382128932689,Upper-middle-income countries
81,Albania,2019,6.543854187316711,5.57,4.54,75.382128932689,Upper-middle-income countries
82,Albania,2019,6.543854187316711,1.25,2.91,75.382128932689,Upper-middle-income countries
83,Albania,2019,6.543854187316711,4.41,6.39,75.382128932689,Upper-middle-income countries
84,Albania,2020,-4.360364483697943,5.29,4.54,59.5207118897718,Upper-middle-income countries
85,Albania,2020,-4.360364483697943,1.42,2.94,59.5207118897718,Upper-middle-income countries
86,Albania,2020,-4.360364483697943,4.59,6.38,59.5207118897718,Upper-middle-income countries
87,Albania,2020,-4.360364483697943,1.29,4.25,59.5207118897718,Upper-middle-income countries
88,Albania,2021,9.043645133582956,1.41,2.85,75.5903217283122,Upper-middle-income countries
89,Albania,2021,9.043645133582956,4.58,6.35,75.5903217283122,Upper-middle-income countries
90,Albania,2021,9.043645133582956,1.25,4.25,75.5903217283122,Upper-middle-income countries
91,Albania,2021,9.043645133582956,5.37,4.51,75.5903217283122,Upper-middle-income countries
92,Albania,2022,8.183845082473518,2.54,2.89,84.6980571024438,Upper-middle-income countries
93,Albania,2022,8.183845082473518,4.15,6.36,84.6980571024438,Upper-middle-income countries
94,Albania,2022,8.183845082473518,1.18,4.26,84.6980571024438,Upper-middle-income countries
95,Albania,2022,8.183845082473518,5.43,4.52,84.6980571024438,Upper-middle-income countries
96,Albania,2023,4.369972813344525,4.75,6.36,82.4936825596994,Upper-middle-income countries
97,Albania,2023,4.369972813344525,1.44,4.26,82.4936825596994,Upper-middle-income countries
98,Albania,2023,4.369972813344525,1.64,2.89,82.4936825596994,Upper-middle-income countries
99,Albania,2023,4.369972813344525,5.49,4.52,82.4936825596994,Upper-middle-income countries
100,Algeria,1993,-8.973477982449651,13.01,15.94,44.9228133698634,Lower-middle-income countries
101,Algeria,1993,-8.973477982449651,10.36,18.58,44.9228133698634,Lower-middle-income countries
102,Algeria,1993,-8.973477982449651,24.86,19.56,44.9228133698634,Lower-middle-income countries
103,Algeria,1993,-8.973477982449651,14.79,11.0,44.9228133698634,Lower-middle-income countries
104,Algeria,1997,-1.541026620277819,11.19,18.67,52.2439115059386,Lower-middle-income countries
105,Algeria,1997,-1.541026620277819,24.73,14.44,52.2439115059386,Lower-middle-income countries
106,Algeria,1997,-1.541026620277819,14.69,14.76,52.2439115059386,Lower-middle-income countries
107,Algeria,1997,-1.541026620277819,16.32,12.74,52.2439115059386,Lower-middle-income countries
108,Algeria,1998,-3.569890201370818,24.35,14.49,45.0944505585079,Lower-middle-income countries
109,Algeria,1998,-3.569890201370818,15.35,14.81,45.0944505585079,Lower-middle-income countries
110,Algeria,1998,-3.569890201370818,15.41,12.68,45.0944505585079,Lower-middle-income countries
111,Algeria,1998,-3.569890201370818,12.82,18.7,45.0944505585079,Lower-middle-income countries
112,Algeria,2001,-5.1896571771372635,13.24,13.25,54.5296491177208,Lower-middle-income countries
113,Algeria,2001,-5.1896571771372635,16.7,12.4,54.5296491177208,Lower-middle-income countries
114,Algeria,2001,-5.1896571771372635,19.53,12.8,54.5296491177208,Lower-middle-income countries
115,Algeria,2001,-5.1896571771372635,8.2,16.4,54.5296491177208,Lower-middle-income countries
116,Algeria,2002,0.40095365211616496,10.66,10.12,56.5896052814114,Lower-middle-income countries
117,Algeria,2002,0.40095365211616496,17.72,8.06,56.5896052814114,Lower-middle-income countries
118,Algeria,2002,0.40095365211616496,8.86,11.43,56.5896052814114,Lower-middle-income countries
119,Algeria,2002,0.40095365211616496,14.0,7.28,56.5896052814114,Lower-middle-income countries
120,Algeria,2003,8.025650953389274,17.05,8.25,57.7691353044878,Lower-middle-income countries
121,Algeria,2003,8.025650953389274,9.01,11.55,57.7691353044878,Lower-middle-income countries
122,Algeria,2003,8.025650953389274,10.63,9.95,57.7691353044878,Lower-middle-income countries
123,Algeria,2003,8.025650953389274,11.13,8.12,57.7691353044878,Lower-middle-income countries
124,Algeria,2005,13.178498535374494,9.82,11.57,66.8404602203906,Lower-middle-income countries
125,Algeria,2005,13.178498535374494,9.7,10.01,66.8404602203906,Lower-middle-income countries
126,Algeria,2005,13.178498535374494,10.96,8.11,66.8404602203906,Lower-middle-income countries
127,Algeria,2005,13.178498535374494,17.11,8.25,66.8404602203906,Lower-middle-income countries
128,Algeria,2006,8.39889424130984,10.05,10.01,65.9152919677621,Lower-middle-income countries
129,Algeria,2006,8.39889424130984,11.25,8.11,65.9152919677621,Lower-middle-income countries
130,Algeria,2006,8.39889424130984,9.57,11.57,65.9152919677621,Lower-middle-income countries
131,Algeria,2006,8.39889424130984,16.95,8.26,65.9152919677621,Lower-middle-income countries
132,Algeria,2007,-2.45525951468597,10.44,8.06,67.5454733939763,Lower-middle-income countries
133,Algeria,2007,-2.45525951468597,9.1,11.53,67.5454733939763,Lower-middle-income countries
134,Algeria,2007,-2.45525951468597,16.72,8.43,67.5454733939763,Lower-middle-income countries
135,Algeria,2007,-2.45525951468597,9.82,9.71,67.5454733939763,Lower-middle-income countries
136,Algeria,2008,4.5005760841061,7.13,11.54,71.0284922505261,Upper-middle-income countries
137,Algeria,2008,4.5005760841061,16.7,8.44,71.0284922505261,Upper-middle-income countries
138,Algeria,2008,4.5005760841061,11.11,8.06,71.0284922505261,Upper-middle-income countries
139,Algeria,2008,4.5005760841061,9.94,9.71,71.0284922505261,Upper-middle-income countries
140,Algeria,2009,-16.40292869193214,17.2,8.44,64.2847547238993,Upper-middle-income countries
141,Algeria,2009,-16.40292869193214,11.03,8.06,64.2847547238993,Upper-middle-income countries
142,Algeria,2009,-16.40292869193214,10.48,9.71,64.2847547238993,Upper-middle-income countries
143,Algeria,2009,-16.40292869193214,9.24,11.54,64.2847547238993,Upper-middle-income countries
144,Algeria,2010,11.86641448782666,10.96,8.06,63.4912159928425,Upper-middle-income countries
145,Algeria,2010,11.86641448782666,10.41,9.71,63.4912159928425,Upper-middle-income countries
146,Algeria,2010,11.86641448782666,17.71,8.43,63.4912159928425,Upper-middle-income countries
147,Algeria,2010,11.86641448782666,10.4,11.53,63.4912159928425,Upper-middle-income countries
148,Algeria,2014,-2.466191663813788,9.21,9.71,56.9235419669867,Upper-middle-income countries
149,Algeria,2014,-2.466191663813788,17.31,8.49,56.9235419669867,Upper-middle-income countries
150,Algeria,2014,-2.466191663813788,13.07,11.53,56.9235419669867,Upper-middle-income countries
151,Algeria,2014,-2.466191663813788,11.33,8.12,56.9235419669867,Upper-middle-income countries
152,Algeria,2015,-10.26810875378068,17.42,8.48,53.2046225904145,Upper-middle-income countries
153,Algeria,2015,-10.26810875378068,15.44,11.52,53.2046225904145,Upper-middle-income countries
154,Algeria,2015,-10.26810875378068,8.81,9.71,53.2046225904145,Upper-middle-income countries
155,Algeria,2015,-10.26810875378068,10.71,8.18,53.2046225904145,Upper-middle-income countries
156,Algeria,2016,-4.925422919370703,15.55,11.52,49.7609327925216,Upper-middle-income countries
157,Algeria,2016,-4.925422919370703,9.37,9.71,49.7609327925216,Upper-middle-income countries
158,Algeria,2016,-4.925422919370703,11.11,8.18,49.7609327925216,Upper-middle-income countries
159,Algeria,2016,-4.925422919370703,19.06,8.48,49.7609327925216,Upper-middle-income countries
160,Algeria,2017,-0.8580395810588115,9.68,9.92,49.8208161712587,Upper-middle-income countries
161,Algeria,2017,-0.8580395810588115,11.45,7.62,49.8208161712587,Upper-middle-income countries
162,Algeria,2017,-0.8580395810588115,14.38,11.56,49.8208161712587,Upper-middle-income countries
163,Algeria,2017,-0.8580395810588115,19.53,8.1,49.8208161712587,Upper-middle-income countries
164,Algeria,2018,-0.9822634341780656,11.45,7.62,52.4361676779223,Upper-middle-income countries
165,Algeria,2018,-0.9822634341780656,14.6,11.55,52.4361676779223,Upper-middle-income countries
166,Algeria,2018,-0.9822634341780656,20.09,8.6,52.4361676779223,Upper-middle-income countries
167,Algeria,2018,-0.9822634341780656,11.99,10.47,52.4361676779223,Upper-middle-income countries
168,Algeria,2019,3.650267154796616,14.6,11.55,46.5068426081672,Lower-middle-income countries
169,Algeria,2019,3.650267154796616,20.11,8.59,46.5068426081672,Lower-middle-income countries
170,Algeria,2019,3.650267154796616,11.48,7.66,46.5068426081672,Lower-middle-income countries
171,Algeria,2019,3.650267154796616,12.0,10.48,46.5068426081672,Lower-middle-income countries
172,Algeria,2020,-9.504770623306236,20.11,8.59,40.3897565625388,Lower-middle-income countries
173,Algeria,2020,-9.504770623306236,11.48,7.66,40.3897565625388,Lower-middle-income countries
174,Algeria,2020,-9.504770623306236,12.51,10.59,40.3897565625388,Lower-middle-income countries
175,Algeria,2020,-9.504770623306236,14.6,11.55,40.3897565625388,Lower-middle-income countries
176,Algeria,2021,13.491654189275692,11.48,7.66,46.8370592599607,Lower-middle-income countries
177,Algeria,2021,13.491654189275692,12.51,10.59,46.8370592599607,Lower-middle-income countries
178,Algeria,2021,13.491654189275692,20.11,8.59,46.8370592599607,Lower-middle-income countries
179,Algeria,2021,13.491654189275692,14.6,11.55,46.8370592599607,Lower-middle-income countries
180,Algeria,2022,11.994678319126884,12.09,10.53,51.2023757404409,Lower-middle-income countries
181,Algeria,2022,11.994678319126884,20.5,8.65,51.2023757404409,Lower-middle-income countries
182,Algeria,2022,11.994678319126884,10.3,11.57,51.2023757404409,Lower-middle-income countries
183,Algeria,2022,11.994678319126884,11.19,7.59,51.2023757404409,Lower-middle-income countries
184,Algeria,2023,-4.416232552186372,20.52,8.65,43.682914195572,Upper-middle-income countries
185,Algeria,2023,-4.416232552186372,11.38,11.57,43.682914195572,Upper-middle-income countries
186,Algeria,2023,-4.416232552186372,11.95,10.53,43.682914195572,Upper-middle-income countries
187,Algeria,2023,-4.416232552186372,12.13,7.59,43.682914195572,Upper-middle-income countries
188,Angola,2002,9.323724354127982,9.04,11.35,105.301742600149,Low-income countries
189,Angola,2002,9.323724354127982,13.14,8.47,105.301742600149,Low-income countries
190,Angola,2002,9.323724354127982,7.53,7.49,105.301742600149,Low-income countries
191,Angola,2002,9.323724354127982,3.29,3.07,105.301742600149,Low-income countries
192,Angola,2004,13.58631725472339,9.2,11.46,103.579947051466,Lower-middle-income countries
193,Angola,2004,13.58631725472339,11.95,8.41,103.579947051466,Lower-middle-income countries
194,Angola,2004,13.58631725472339,7.65,7.43,103.579947051466,Lower-middle-income countries
195,Angola,2004,13.58631725472339,2.8,3.09,103.579947051466,Lower-middle-income countries
196,Angola,2005,18.694248848451345,7.22,5.23,106.590962129525,Lower-middle-income countries
197,Angola,2005,18.694248848451345,3.31,2.67,106.590962129525,Lower-middle-income countries
198,Angola,2005,18.694248848451345,10.41,7.47,106.590962129525,Lower-middle-income countries
199,Angola,2005,18.694248848451345,12.0,7.17,106.590962129525,Lower-middle-income countries
200,Angola,2006,20.190021286249404,7.22,5.23,94.6251593320477,Lower-middle-income countries
201,Angola,2006,20.190021286249404,3.31,2.67,94.6251593320477,Lower-middle-income countries
202,Angola,2006,20.190021286249404,10.41,7.47,94.6251593320477,Lower-middle-income countries
203,Angola,2006,20.190021286249404,12.0,7.17,94.6251593320477,Lower-middle-income countries
204,Angola,2008,14.25206713884375,7.6,5.17,121.364708453698,Lower-middle-income countries
205,Angola,2008,14.25206713884375,3.73,2.63,121.364708453698,Lower-middle-income countries
206,Angola,2008,14.25206713884375,12.22,7.43,121.364708453698,Lower-middle-income countries
207,Angola,2008,14.25206713884375,14.27,7.4,121.364708453698,Lower-middle-income countries
208,Angola,2009,-23.142400865377688,7.61,5.16,122.446144139295,Lower-middle-income countries
209,Angola,2009,-23.142400865377688,3.72,2.58,122.446144139295,Lower-middle-income countries
210,Angola,2009,-23.142400865377688,12.22,7.43,122.446144139295,Lower-middle-income countries
211,Angola,2009,-23.142400865377688,14.2,7.39,122.446144139295,Lower-middle-income countries
212,Angola,2010,30.586634655446865,10.53,7.49,104.123635308845,Lower-middle-income countries
213,Angola,2010,30.586634655446865,14.34,7.33,104.123635308845,Lower-middle-income countries
214,Angola,2010,30.586634655446865,7.09,5.23,104.123635308845,Lower-middle-income countries
215,Angola,2010,30.586634655446865,3.35,2.66,104.123635308845,Lower-middle-income countries
216,Angola,2011,23.457303215012537,10.67,7.49,99.9825063313368,Upper-middle-income countries
217,Angola,2011,23.457303215012537,13.61,7.33,99.9825063313368,Upper-middle-income countries
218,Angola,2011,23.457303215012537,6.68,5.23,99.9825063313368,Upper-middle-income countries
219,Angola,2011,23.457303215012537,2.94,2.66,99.9825063313368,Upper-middle-income countries
220,Angola,2012,5.916340413793542,10.69,7.51,91.8000973419114,Upper-middle-income countries
221,Angola,2012,5.916340413793542,11.98,7.34,91.8000973419114,Upper-middle-income countries
222,Angola,2012,5.916340413793542,6.51,5.24,91.8000973419114,Upper-middle-income countries
223,Angola,2012,5.916340413793542,3.3,2.61,91.8000973419114,Upper-middle-income countries
224,Angola,2013,-0.756703902006528,10.62,7.51,86.8119327587926,Upper-middle-income countries
225,Angola,2013,-0.756703902006528,12.9,7.34,86.8119327587926,Upper-middle-income countries
226,Angola,2013,-0.756703902006528,6.61,5.24,86.8119327587926,Upper-middle-income countries
227,Angola,2013,-0.756703902006528,2.86,2.61,86.8119327587926,Upper-middle-income countries
228,Angola,2014,4.220963416550205,7.05,10.67,79.3329227828897,Upper-middle-income countries
229,Angola,2014,4.220963416550205,4.77,6.76,79.3329227828897,Upper-middle-income countries
230,Angola,2014,4.220963416550205,14.01,18.34,79.3329227828897,Upper-middle-income countries
231,Angola,2014,4.220963416550205,17.18,14.95,79.3329227828897,Upper-middle-income countries
232,Angola,2015,-10.830934388731173,6.74,10.67,62.8885160890192,Upper-middle-income countries
233,Angola,2015,-10.830934388731173,3.5,6.76,62.8885160890192,Upper-middle-income countries
234,Angola,2015,-10.830934388731173,14.43,18.34,62.8885160890192,Upper-middle-income countries
235,Angola,2015,-10.830934388731173,16.83,14.95,62.8885160890192,Upper-middle-income countries
236,Angola,2016,-7.771687504164326,6.74,10.67,53.3701580675988,Lower-middle-income countries
237,Angola,2016,-7.771687504164326,3.49,6.75,53.3701580675988,Lower-middle-income countries
238,Angola,2016,-7.771687504164326,14.43,18.34,53.3701580675988,Lower-middle-income countries
239,Angola,2016,-7.771687504164326,16.82,14.95,53.3701580675988,Lower-middle-income countries
240,Angola,2017,-0.33257324845035185,6.07,11.24,52.2568222278462,Lower-middle-income countries
241,Angola,2017,-0.33257324845035185,2.2,7.1,52.2568222278462,Lower-middle-income countries
242,Angola,2017,-0.33257324845035185,12.55,19.3,52.2568222278462,Lower-middle-income countries
243,Angola,2017,-0.33257324845035185,14.43,15.21,52.2568222278462,Lower-middle-income countries
244,Angola,2018,2.019793008461157,11.27,19.57,66.3780133263399,Lower-middle-income countries
245,Angola,2018,2.019793008461157,11.45,14.56,66.3780133263399,Lower-middle-income countries
246,Angola,2018,2.019793008461157,6.3,10.53,66.3780133263399,Lower-middle-income countries
247,Angola,2018,2.019793008461157,2.35,9.29,66.3780133263399,Lower-middle-income countries
248,Angola,2019,2.019530505535805,10.0,19.57,57.8295381183036,Lower-middle-income countries
249,Angola,2019,2.019530505535805,11.26,14.56,57.8295381183036,Lower-middle-income countries
250,Angola,2019,2.019530505535805,5.22,10.53,57.8295381183036,Lower-middle-income countries
251,Angola,2019,2.019530505535805,2.01,9.3,57.8295381183036,Lower-middle-income countries
252,Angola,2020,-19.082655094658207,12.07,19.1,65.9420289329872,Lower-middle-income countries
253,Angola,2020,-19.082655094658207,15.62,16.36,65.9420289329872,Lower-middle-income countries
254,Angola,2020,-19.082655094658207,10.89,10.53,65.9420289329872,Lower-middle-income countries
255,Angola,2020,-19.082655094658207,2.33,9.45,65.9420289329872,Lower-middle-income countries
256,Angola,2021,8.971347246813899,13.26,19.27,74.4644985871074,Lower-middle-income countries
257,Angola,2021,8.971347246813899,19.44,17.87,74.4644985871074,Lower-middle-income countries
258,Angola,2021,8.971347246813899,14.34,11.88,74.4644985871074,Lower-middle-income countries
259,Angola,2021,8.971347246813899,2.68,10.01,74.4644985871074,Lower-middle-income countries
260,Angola,2022,-3.5067982176652635,8.72,12.83,69.6910705054094,Lower-middle-income countries
261,Angola,2022,-3.5067982176652635,4.33,10.16,69.6910705054094,Lower-middle-income countries
262,Angola,2022,-3.5067982176652635,5.5,19.75,69.6910705054094,Lower-middle-income countries
263,Angola,2022,-3.5067982176652635,14.22,17.93,69.6910705054094,Lower-middle-income countries
264,Angola,2023,-2.8878926128788507,10.02,12.85,67.00179327992,Lower-middle-income countries
265,Angola,2023,-2.8878926128788507,3.61,9.97,67.00179327992,Lower-middle-income countries
266,Angola,2023,-2.8878926128788507,7.24,19.81,67.00179327992,Lower-middle-income countries
267,Angola,2023,-2.8878926128788507,14.94,17.9,67.00179327992,Lower-middle-income countries
268,Antigua and Barbuda,1996,3.3523839910632347,25.87,16.76,..,Upper-middle-income countries
269,Antigua and Barbuda,1996,3.3523839910632347,20.13,11.99,..,Upper-middle-income countries
270,Antigua and Barbuda,1996,3.3523839910632347,22.05,8.56,..,Upper-middle-income countries
271,Antigua and Barbuda,1996,3.3523839910632347,26.62,11.93,..,Upper-middle-income countries
272,Antigua and Barbuda,1999,2.352186732655248,26.28,16.88,..,Upper-middle-income countries
273,Antigua and Barbuda,1999,2.352186732655248,15.33,12.65,..,Upper-middle-income countries
274,Antigua and Barbuda,1999,2.352186732655248,19.69,8.09,..,Upper-middle-income countries
275,Antigua and Barbuda,1999,2.352186732655248,24.43,11.05,..,Upper-middle-income countries
276,Antigua and Barbuda,2000,-1.566986471002707,21.39,14.66,..,Upper-middle-income countries
277,Antigua and Barbuda,2000,-1.566986471002707,10.94,8.33,..,Upper-middle-income countries
278,Antigua and Barbuda,2000,-1.566986471002707,17.57,11.32,..,Upper-middle-income countries
279,Antigua and Barbuda,2000,-1.566986471002707,10.69,8.32,..,Upper-middle-income countries
280,Antigua and Barbuda,2001,0.16398127542647245,20.67,15.56,..,Upper-middle-income countries
281,Antigua and Barbuda,2001,0.16398127542647245,8.42,7.11,..,Upper-middle-income countries
282,Antigua and Barbuda,2001,0.16398127542647245,14.25,9.19,..,Upper-middle-income countries
283,Antigua and Barbuda,2001,0.16398127542647245,9.03,7.08,..,Upper-middle-income countries
284,Antigua and Barbuda,2002,4.386585190245285,20.67,15.56,..,High-income countries
285,Antigua and Barbuda,2002,4.386585190245285,8.42,7.11,..,High-income countries
286,Antigua and Barbuda,2002,4.386585190245285,14.25,9.19,..,High-income countries
287,Antigua and Barbuda,2002,4.386585190245285,9.03,7.06,..,High-income countries
288,Antigua and Barbuda,2003,2.5240397358322397,20.52,15.56,..,Upper-middle-income countries
289,Antigua and Barbuda,2003,2.5240397358322397,8.74,7.11,..,Upper-middle-income countries
290,Antigua and Barbuda,2003,2.5240397358322397,12.8,9.19,..,Upper-middle-income countries
291,Antigua and Barbuda,2003,2.5240397358322397,8.84,7.08,..,Upper-middle-income countries
292,Antigua and Barbuda,2004,5.683528274632543,18.47,16.26,..,Upper-middle-income countries
293,Antigua and Barbuda,2004,5.683528274632543,8.37,6.69,..,Upper-middle-income countries
294,Antigua and Barbuda,2004,5.683528274632543,12.67,9.13,..,Upper-middle-income countries
295,Antigua and Barbuda,2004,5.683528274632543,8.87,7.93,..,Upper-middle-income countries
296,Antigua and Barbuda,2005,6.2652555608814,18.47,16.26,..,High-income countries
297,Antigua and Barbuda,2005,6.2652555608814,8.37,6.69,..,High-income countries
298,Antigua and Barbuda,2005,6.2652555608814,12.76,9.12,..,High-income countries
299,Antigua and Barbuda,2005,6.2652555608814,8.87,7.93,..,High-income countries
300,Antigua and Barbuda,2006,11.47342235302542,18.28,16.25,..,High-income countries
301,Antigua and Barbuda,2006,11.47342235302542,8.05,6.78,..,High-income countries
302,Antigua and Barbuda,2006,11.47342235302542,16.45,9.24,..,High-income countries
303,Antigua and Barbuda,2006,11.47342235302542,8.75,7.92,..,High-income countries
304,Antigua and Barbuda,2007,13.14021857508223,18.08,16.25,..,High-income countries
305,Antigua and Barbuda,2007,13.14021857508223,8.85,6.78,..,High-income countries
306,Antigua and Barbuda,2007,13.14021857508223,17.88,9.24,..,High-income countries
307,Antigua and Barbuda,2007,13.14021857508223,10.1,7.92,..,High-income countries
308,Antigua and Barbuda,2008,6.55873160158702,16.89,16.25,..,High-income countries
309,Antigua and Barbuda,2008,6.55873160158702,8.81,6.78,..,High-income countries
310,Antigua and Barbuda,2008,6.55873160158702,17.07,9.24,..,High-income countries
311,Antigua and Barbuda,2008,6.55873160158702,9.97,7.92,..,High-income countries
312,Antigua and Barbuda,2009,-5.689145071000468,16.97,16.26,..,Upper-middle-income countries
